registro_id,fecha,maquina,turno,unidades,defectos,horas,parada_min,vibracion,mantenimiento,fallo_7d,reparacion_coste
IND099-000001,2024-01-01,M1,dia,639,11,6.5,20.9,3.78,0,0,0
IND099-000002,2024-01-01,M2,dia,483,9,7.3,7.5,2.46,1,0,0
IND099-000003,2024-01-01,M3,dia,441,7,3.2,7.9,2.92,0,0,0
IND099-000004,2024-01-01,M4,dia,109,2,5.0,17.8,3.79,0,0,0
IND099-000005,2024-01-01,M5,dia,390,8,7.6,13.0,3.99,0,1,2210.32
IND099-000006,2024-01-01,M6,dia,413,11,4.6,23.2,4.03,0,0,0
IND099-000007,2024-01-01,M1,noche,501,8,6.1,16.6,2.5,0,0,0
IND099-000008,2024-01-02,M2,noche,497,14,4.2,8.5,3.48,0,0,0
IND099-000009,2024-01-02,M3,noche,762,9,7.5,16.3,2.51,0,0,0
IND099-000010,2024-01-02,M4,noche,133,5,6.1,8.2,4.05,1,0,0
IND099-000011,2024-01-02,M5,noche,193,3,4.3,18.0,3.78,0,1,2126.86
IND099-000012,2024-01-02,M6,noche,571,21,6.8,49.5,4.63,1,0,0
IND099-000013,2024-01-02,M1,dia,460,8,6.2,11.5,3.45,1,0,0
IND099-000014,2024-01-03,M2,dia,561,18,6.2,13.5,1.61,0,0,0
IND099-000015,2024-01-03,M3,dia,334,10,7.5,8.5,4.44,0,0,0
IND099-000016,2024-01-03,M4,dia,214,2,6.9,60.7,4.0,0,0,0
IND099-000017,2024-01-03,M5,dia,429,11,4.6,32.3,4.46,0,1,1776.92
IND099-000018,2024-01-03,M6,dia,769,31,4.1,35.1,4.37,0,0,0
IND099-000019,2024-01-03,M1,noche,445,6,7.7,0.4,2.67,0,0,0
IND099-000020,2024-01-04,M2,noche,761,9,6.9,15.0,2.32,0,0,0
IND099-000021,2024-01-04,M3,noche,131,4,3.8,15.7,2.68,1,0,0
IND099-000022,2024-01-04,M4,noche,157,3,7.5,19.8,3.28,1,0,0
IND099-000023,2024-01-04,M5,noche,464,17,3.7,12.3,4.51,0,0,0
IND099-000024,2024-01-04,M6,noche,223,7,4.0,9.8,4.15,0,0,0
IND099-000025,2024-01-04,M1,dia,236,6,7.0,5.3,4.7,0,0,0
IND099-000026,2024-01-05,M2,dia,681,16,7.5,10.8,3.61,0,0,0
IND099-000027,2024-01-05,M3,dia,683,17,5.4,8.3,1.47,0,0,0
IND099-000028,2024-01-05,M4,dia,297,9,3.8,34.0,1.88,0,0,0
IND099-000029,2024-01-05,M5,dia,134,3,4.8,1.3,2.74,0,0,0
IND099-000030,2024-01-05,M6,dia,186,8,7.9,27.0,3.06,0,0,0
IND099-000031,2024-01-05,M1,noche,178,5,6.6,85.2,1.43,0,0,0
IND099-000032,2024-01-06,M2,noche,260,10,7.7,36.0,3.0,0,0,0
IND099-000033,2024-01-06,M3,noche,131,5,7.4,4.4,3.2,0,0,0
IND099-000034,2024-01-06,M4,noche,456,11,3.1,10.0,5.12,0,0,0
IND099-000035,2024-01-06,M5,noche,306,3,7.1,3.0,3.33,0,0,0
IND099-000036,2024-01-06,M6,noche,135,6,3.8,10.8,3.81,0,0,0
IND099-000037,2024-01-06,M1,dia,508,1,7.9,16.0,0.27,0,0,0
IND099-000038,2024-01-07,M2,dia,328,7,4.3,1.5,1.84,0,0,0
IND099-000039,2024-01-07,M3,dia,295,6,5.6,19.4,1.65,1,0,0
IND099-000040,2024-01-07,M4,dia,464,12,5.1,19.3,4.28,0,0,0
IND099-000041,2024-01-07,M5,dia,290,13,7.9,4.2,2.75,0,0,0
IND099-000042,2024-01-07,M6,dia,660,20,3.8,50.5,2.89,1,0,0
IND099-000043,2024-01-07,M1,noche,223,4,5.7,50.7,2.9,0,0,0
IND099-000044,2024-01-07,M2,noche,212,7,6.0,31.0,0.68,0,0,0
IND099-000045,2024-01-08,M3,noche,253,5,6.9,5.5,3.0,0,0,0
IND099-000046,2024-01-08,M4,noche,207,10,4.7,40.9,1.86,0,0,0
IND099-000047,2024-01-08,M5,noche,380,8,6.9,15.5,0.86,0,0,0
IND099-000048,2024-01-08,M6,noche,202,1,6.7,22.6,2.77,0,0,0
IND099-000049,2024-01-08,M1,dia,727,11,5.8,27.7,3.65,0,0,0
IND099-000050,2024-01-08,M2,dia,686,17,6.5,1.2,1.73,0,0,0
IND099-000051,2024-01-09,M3,dia,406,11,3.6,8.3,2.2,0,0,0
IND099-000052,2024-01-09,M4,dia,220,9,5.5,19.4,5.66,0,0,0
IND099-000053,2024-01-09,M5,dia,650,18,7.2,22.5,5.55,1,0,0
IND099-000054,2024-01-09,M6,dia,657,21,7.0,65.8,3.63,1,0,0
IND099-000055,2024-01-09,M1,noche,658,10,6.8,16.0,4.18,0,0,0
IND099-000056,2024-01-09,M2,noche,81,0,3.4,22.9,2.8,0,0,0
IND099-000057,2024-01-10,M3,noche,288,4,5.4,10.9,4.12,0,0,0
IND099-000058,2024-01-10,M4,noche,369,9,5.0,0.2,3.56,0,0,0
IND099-000059,2024-01-10,M5,noche,405,12,7.9,72.7,2.66,0,0,0
IND099-000060,2024-01-10,M6,noche,775,39,4.6,27.6,3.89,0,0,0
IND099-000061,2024-01-10,M1,dia,339,4,4.3,8.5,3.61,0,0,0
IND099-000062,2024-01-10,M2,dia,786,16,4.2,5.3,3.26,1,0,0
IND099-000063,2024-01-11,M3,dia,135,2,7.0,0.6,2.94,0,0,0
IND099-000064,2024-01-11,M4,dia,207,3,6.8,42.3,2.7,0,0,0
IND099-000065,2024-01-11,M5,dia,775,14,3.3,26.3,5.21,0,0,0
IND099-000066,2024-01-11,M6,dia,135,4,7.7,0.6,3.71,1,0,0
IND099-000067,2024-01-11,M1,noche,147,0,4.6,5.9,1.27,0,0,0
IND099-000068,2024-01-11,M2,noche,673,17,4.6,17.7,4.29,0,0,0
IND099-000069,2024-01-12,M3,noche,304,7,4.9,11.5,4.02,0,0,0
IND099-000070,2024-01-12,M4,noche,789,24,3.4,1.6,4.11,1,0,0
IND099-000071,2024-01-12,M5,noche,510,11,5.2,38.3,2.96,0,0,0
IND099-000072,2024-01-12,M6,noche,243,13,5.3,16.2,3.75,0,0,0
IND099-000073,2024-01-12,M1,dia,665,11,4.6,13.8,1.46,0,0,0
IND099-000074,2024-01-12,M2,dia,689,24,6.4,6.1,2.52,0,0,0
IND099-000075,2024-01-13,M3,dia,386,15,6.5,10.0,3.04,0,0,0
IND099-000076,2024-01-13,M4,dia,709,27,3.9,10.6,3.34,0,0,0
IND099-000077,2024-01-13,M5,dia,219,8,5.6,9.4,2.72,0,0,0
IND099-000078,2024-01-13,M6,dia,790,29,7.1,1.1,5.04,0,0,0
IND099-000079,2024-01-13,M1,noche,729,13,5.6,14.7,2.87,0,0,0
IND099-000080,2024-01-13,M2,noche,746,18,6.5,20.9,1.94,0,0,0
IND099-000081,2024-01-13,M3,noche,407,9,6.5,7.1,2.96,0,0,0
IND099-000082,2024-01-14,M4,noche,398,15,5.3,128.8,3.57,0,0,0
IND099-000083,2024-01-14,M5,noche,301,7,3.8,6.7,5.12,0,0,0
IND099-000084,2024-01-14,M6,noche,669,27,3.6,9.6,,0,0,0
IND099-000085,2024-01-14,M1,dia,366,5,7.5,27.1,3.05,0,0,0
IND099-000086,2024-01-14,M2,dia,219,7,3.8,9.7,2.69,0,0,0
IND099-000087,2024-01-14,M3,dia,605,9,3.2,18.0,3.37,0,0,0
IND099-000088,2024-01-15,M4,dia,641,12,5.6,3.4,4.47,0,0,0
IND099-000089,2024-01-15,M5,dia,350,11,6.6,2.6,3.06,0,0,0
IND099-000090,2024-01-15,M6,dia,324,11,6.0,33.6,3.07,0,0,0
IND099-000091,2024-01-15,M1,noche,345,3,5.0,55.7,1.85,1,0,0
IND099-000092,2024-01-15,M2,noche,138,3,6.9,12.6,3.49,1,0,0
IND099-000093,2024-01-15,M3,noche,405,5,8.0,23.5,2.84,0,0,0
IND099-000094,2024-01-16,M4,noche,787,36,6.6,17.5,6.03,0,0,0
IND099-000095,2024-01-16,M5,noche,691,17,7.7,20.4,3.93,0,0,0
IND099-000096,2024-01-16,M6,noche,149,7,3.2,14.0,3.06,0,0,0
IND099-000097,2024-01-16,M1,dia,235,8,7.8,2.8,1.85,0,0,0
IND099-000098,2024-01-16,M2, DIA ,783,21,3.5,38.9,4.43,0,0,0
IND099-000099,2024-01-16,M3,dia,200,5,7.7,11.1,3.89,0,0,0
IND099-000100,2024-01-17,M4,dia,533,17,6.7,40.7,3.42,0,0,0
IND099-000101,2024-01-17,M5,dia,599,13,4.5,0.1,3.93,0,0,0
IND099-000102,2024-01-17,M6,dia,391,23,5.6,9.0,3.03,0,0,0
IND099-000103,2024-01-17,M1,noche,128,1,6.7,1.4,4.49,1,0,0
IND099-000104,2024-01-17,M2,noche,471,12,4.0,120.0,1.72,0,0,0
IND099-000105,2024-01-17,M3,noche,432,8,3.5,12.4,4.1,0,0,0
IND099-000106,2024-01-18,M4,noche,791,31,5.1,25.2,4.0,0,0,0
IND099-000107,2024-01-18,M5,noche,738,16,7.9,31.5,3.81,0,0,0
IND099-000108,2024-01-18,M6,noche,500,20,7.0,47.6,4.18,0,0,0
IND099-000109,2024-01-18,M1,dia,757,10,3.9,1.6,2.31,0,0,0
IND099-000110,2024-01-18,M2,dia,472,11,3.6,4.5,3.18,0,0,0
IND099-000111,2024-01-18,M3,dia,167,3,6.7,36.7,3.73,0,0,0
IND099-000112,2024-01-19,M4,dia,660,15,3.1,17.2,3.14,0,0,0
IND099-000113,2024-01-19,M5,dia,792,29,4.9,2.5,2.76,0,0,0
IND099-000114,2024-01-19,M6,dia,406,13,7.4,1.1,5.59,1,0,0
